Name,Actors,Score,About,Genre,Crew,Image,Voted,Type
 نصف مال من، نصف مال تو,"[' محمدرضا شریفی نیا', ' مریلا زارعی', ' فرهاد آئیش', ' شقایق فراهانی', ' شهره لرستانی', ' ترلان پروانه', ' آلما اسکویی']",0.92,فیلم نصف مال من، نصف مال تو در ژانر کمدی محصول سال 1385 به کارگردانی وحید نیکخواه آزاد است. در این فیلم بازیگران به نامی چون محمدرضا شریفی نیا، مریلا زارعی، فرهاد آئیش، شقایق فراهانی و ... به بازیگری پرداخته اند. در خلاصه داستان این فیلم آمده است که دو دختر بچه مدرسه ای متوجه می شوند که با هم خواهر هستند. در همین حال مادرانشان با هم دوست می شوند و...,"['کمدی', 'خانوادگی']","[' وحید نیکخواه آزاد', ' علی سرتیپی', ' اصغر عبدالهی', ' امیر توسلی', ' غلامرضا آزادی']",https://static.cdn.asset.filimo.com/flmt/mov_29418_19184-m.jpg,5130,فیلم
 کنسرت مهران مدیری,[],0.91,کنسرت مهران مدیری در برج میلاد....,['کنسرت'],[' مهران مدیری'],https://static.cdn.asset.filimo.com/flmt/mov_24236_1-m.jpg,14738,فیلم
 رسم عاشق کشی,"[' حسین محجوب', ' گوهر خیراندیش', ' حوریه میرمحمدی', ' آرمان نیکزاد', ' مهران رجبی']",0.87,,"['خانوادگی', 'اجتماعی']","[' خسرو معصومی', ' خسرو معصومی', ' محمود فلاح', ' پیمان یزدانیان', ' نادر معصومی', ' حسن حسندوست', ' ثریا خرمی']",https://static.cdn.asset.filimo.com/flmt/mov_936_30036-m.jpg,403,فیلم
 شیرهای جوان,"[' جعفر دهقان', ' مهدی صبایی', ' نصرالله رادش', ' مهناز افشار', ' توران قادری', ' بهمن دان']",0.85,,"['اکشن', 'ورزشی']","[' محسن محسنی نسب', ' سید کمال طباطبایی', ' محسن محسنی نسب', ' مهرداد جنابی', ' علی الهیاری']",https://static.cdn.asset.filimo.com/flmt/mov_6129_151-m.jpg,497,فیلم
 خداحافظ سینما,"[' محمود دینی', ' آنیا فرهمند', ' بهزاد رحیم خانی', ' مجید میرزاییان', ' رضا صفایی پور']",0.7,داستان این فیلم درباره کارگردانیست که قصد دارد فیلمی بسازد. در پروسه ساخت فیلم، او مجبور می شود به دنبال فردی به نام عباس برود و با جوانی مواجه می شود که ممکن است بتواند در یافتنش به او کمک کند.,"['خانوادگی', 'اجتماعی']","[' علی نقی لو', ' رضا دریانوش', ' مجتبی تیموری']",https://static.cdn.asset.filimo.com/flmt/mov_3166_1-m.jpg,101,فیلم
 مهریه,"[' رضا داوودنژاد', ' حدیث فولادوند', ' رامبد شکرآبی', ' مهران رجبی', ' سارا منجزی']",0.7,,"['کمدی', 'خانوادگی']","[' امیرحسین ماکویی', ' محمد شهبازی', ' علیرضا محمودی', ' میلاد خدر', ' علی منصوری']",https://static.cdn.asset.filimo.com/flmt/mov_38844_217-m.jpg,2654,فیلم
 هفت و پنج دقیقه,"[' ایزابل پاسکو', ' لیندا بوئنی', ' تام نوامبر', ' رضا کیانیان', ' رضا عطاران']",0.64,این فیلم روایتگر ماجرای زندگی زن و مردی است که وجه مشترکشان مهاجر بودنشان است و بر اساس اتفاقاتی که رخ می دهد به دوراهی مرگ و زندگی می رسند…,"['خانوادگی', 'اجتماعی']","[' محمدمهدی عسگرپور', ' محمدرضا تخت کشیان', ' فرهاد توحیدی', ' محمود کلاری', ' علیرضا کهن دیری']",https://static.cdn.asset.filimo.com/flmt/mov_26800_1-m.jpg,1227,فیلم
 مجردها,"[' محمدرضا فروتن', ' مریلا زارعی', ' مجید صالحی', ' الناز شاکردوست', ' آتیلا پسیانی', ' منوچهر آذری']",0.93,مجردها داستان سه جوان است که برای رسیدن به آرزوهایشان تصمیم می گیرند برای کار به یکی از کشورهای حوزه خلیج فارس بروند اما با دزدیده شدن پول هاشان زندگی آن ها تغییر می کند...,"['خانوادگی', 'کمدی']","[' اصغر هاشمی', ' یدالله شهیدی', ' فرهاد توحیدی', ' سعید انصاری', ' امیر کریمی']",https://static.cdn.asset.filimo.com/flmt/mov_110758_28083-m.jpg,1311,فیلم
 جهان با من برقص,"[' علی مصفا', ' جواد عزتی', ' هانیه توسلی', ' پژمان جمشیدی', ' سیاوش چراغی پور', ' کاظم سیاحی', ' بهار کاتوزی', ' رامین صدیقی', ' پاوان افسر', ' شیوا بلوچی ', ' مهیار پوربابایی', ' مهراب قاسم خانی']",0.89,«جهان با من برقص» فیلمی در ژانر خانوادگی محصول سال 1397 است. این فیلم اولین اثر سینمایی سروش صحت در مقام کارگردانیست که در سی و هفتمین جشنواره جهانی فیلم فجر حضور داشت و برنده سیمرغ سیمین بهترین کارگردانی شد. داستان این فیلم از این قرار است که در آخرین تولد جهانگیر دوستانش دورهم جمع شده اند و این موقعیت باعث می شود تا آن ها درباره زندگی و خودشان فکر کنند.,"['خانوادگی', 'کمدی']","[' سروش صحت', ' محمدرضا تخت کشیان', ' سروش صحت', ' ایمان صفایی', ' مازیار یونسی', ' سینا کرمانی زاده']",https://static.cdn.asset.filimo.com/flmt/mov_31593_371-m.jpg,74824,فیلم
 عروس فراری,"[' امین حیایی', ' الناز شاکردوست', ' حسام نواب صفوی', ' سیروس ابراهیم زاده', ' غلامحسین لطفی', ' شیوا خنیاگر', ' کیومرث ملک مطیعی']",0.92,بهروز مردی است که می خواهد برای ثروتمند شدن با دختر پولداری به نام سیما ازدواج کند ولی موضوع فاش می شود و پدر دختر برای حفظ آبروی خود در مقابل خانواده از دوستش کمک می خواهد . دوست خانوادگی نیز پسر خود ، امیر را معرفی می کند . بعد از برگزاری مراسم ...,"['کمدی', 'عاشقانه']","[' بهرام کاظمی', ' مصطفی بافرونی', ' محمدحسین فرح بخش', ' عبدالله علیخانی', ' رضا بانکی', ' حسن انصاریان']",https://static.cdn.asset.filimo.com/flmt/mov_1868_14524-m.jpg,7418,فیلم
 تب در مطب,"[' حسن اکلیلی', ' ابراهیم شمس', ' علیرضا فشارکی', ' سیف الله نامداری']",0.75,تله تئاتر تب مطب از سری برنامه های تئاتر در سیماست و در آن حسن اکلیلی و گروه وی به ایفای نقش پرداخته اند.,"['فیلم تئاتر', 'کمدی']",[' محمود آقاسی'],https://static.cdn.asset.filimo.com/flmt/mov_5155_674-m.jpg,443,فیلم
 زیر نور ماه,"[' حسین پرستار', ' علی بکائیان', ' مهران رجبی', ' شقایق دهقان', ' اصغر حیدری']",0.94,«زیر نور ماه» اولین فیلم سینمایی بعد از انقلاب است که در جشنواره فجر برنده دیپلم افتخاری و جایزه ویژه هیئت داوران شد. زیر نور ماه درباره طلبه جوانی به نام «سیدحسن» است که در شرف ملبس شدن به لباس روحانیت دچار تردید می شود. سیدحسن به احترام پدرش لباس را تهیه می کند ولی ...,"['خانوادگی', 'اجتماعی']","[' رضا میر کریمی', ' منوچهر محمدی', ' رضا میر کریمی', ' محمدرضا علیقلی']",https://static.cdn.asset.filimo.com/flmt/mov_100792_15390-m.jpg,381,فیلم
 شیفته,"[' فریبرز عرب نیا', ' لعیا زنگنه', ' غلامحسین لطفی', ' سعید سلطانی']",0.87,طاهر برخلاف نظر خانواده اش با روجا ازدواج کرده است و در شب تولد دختر خردسالش هدیه ای از فردی ناشناس دریافت می کند.,"['خانوادگی', 'اجتماعی']","[' محمدعلی سجادی', ' بهروز رشاد', ' حسین ملکی', ' محمدعلی سجادی', ' کارن همایون فر']",https://static.cdn.asset.filimo.com/flmt/mov_6122_937-m.jpg,1389,فیلم
 دلقک,"[' کیهان ملکی', ' محمدرضا هدایتی', ' پرستو صالحی', ' زهره حمیدی']",0.79,فیلم دلقک در ژانر اجتماعی محصول سال 1382 است. هوشنگ هدایتی کارگردانی این اثر را به عهده دارد. این فیلم روایتگر زندگی دلقکی است که روی صحنه مردم را می خنداند ولی زندگی شخصی اش پر از تلخی و کاستی هاست.,"['خانوادگی', 'اجتماعی']","[' هوشنگ هدایتی', ' هوشنگ هدایتی', ' محسن بدرلو', ' محسن بدرلو', ' هوشنگ هدایتی']",https://static.cdn.asset.filimo.com/flmt/mov_29151_755-m.jpg,114,فیلم
 نیمه پنهان,"[' نیکی کریمی', ' محمد نیک بین', ' آتیلا پسیانی', ' اکبر معززی']",0.95,فرشته در آستانه رسیدگی همسرش خسرو به به پرونده قضایی یک زن محکوم به اعدام دفترچهٔ خاطراتش را به خسرو می دهد. خسرو در دفتر می خواند که فرشته که در سال های ۵۸–۵۹ دانشجو بوده، جذب گروه های سیاسی چپ می شود و به عنوان هوادار فعالیت می کند.,"['خانوادگی', 'اجتماعی']","[' تهمینه میلانی', ' تهمینه میلانی', ' امیر معینی', ' محمود کلاری']",https://static.cdn.asset.filimo.com/flmt/mov_25418_151-m.jpg,3593,فیلم
 زمانی برای شکفتن,"[' جهانبخش سلطانی', ' رضا رویگری', ' سیاوش طهمورث', ' قدرت الله ایزدی', ' مینا فرامرزی']",0.71,سیدتقی شریف زاده پهلوان میانسالی است که صاحب یک زورخانه قدیمی می باشد. رقیب قدیمی او، شخصی به نام گوران است که هم اکنون صاحب یک بنگاه معاملات ملکی می باشد. او قصد دارد ...,"['خانوادگی', 'اجتماعی']","[' جهانبخش سلطانی', ' جهانبخش سلطانی', ' جهانبخش سلطانی', ' ذبیح الله وحید']",https://static.cdn.asset.filimo.com/flmt/mov_16657_21745-m.jpg,108,فیلم
 معصوم,"[' ابوالفضل پورعرب', ' نگار فروزنده', ' فرهاد جم', ' محبوبه بیات']",0.75,,"['خانوادگی', 'اجتماعی']","[' داوود توحیدپرست', ' روح الله خوشکام', ' جمشید بهمنی', ' بابک بیات']",https://static.cdn.asset.filimo.com/flmt/mov_9701_555-m.jpg,169,فیلم
 ساقی,"[' بهرام رادان', ' یکتا ناصر', ' محمدرضا داوودنژاد', ' مجید مشیری', ' میرطاهر مظلومی', ' روناک شمیم', ' رحمان مقدم', ' بهنوش بختیاری']",0.76,رضا تهرانی که عشق فیلمسازی دارد ولی در نهایت تبدیل  به توزیع کننده فیلم های ویدئویی قاچاق می شود،  ولی کم کم توسط یک دندانپزشک به توزیع مواد مخدر روی می آورد و...,"['عاشقانه', 'خانوادگی']","[' محمدرضا اعلامی', ' مرتضی شایسته', ' محمدرضا سکوت', ' محمدرضا اعلامی', ' ناصر چشم آذر']",https://static.cdn.asset.filimo.com/flmt/mov_12784_586-m.jpg,1578,فیلم
 زنها چی میخوان؟!,"[' رامتین خداپناهی', ' نگین صدق گویا', ' رابعه اسکویی', ' ساناز سماواتی']",0.78,بابك طی یك حادثه، توانایی آن را پیدا می كند تا ذهن زن ها را بخواند و این مسئله مشكلاتی را برای او در پی دارد.,"['خانوادگی', 'کمدی']",[' محمد حجت ذیجودی'],https://static.cdn.asset.filimo.com/flmt/mov_7265_12283-m.jpg,360,فیلم
 گنجشک و قناری,"[' شهرام قائدی', ' میرطاهر مظلومی', ' شهین تسلیمی', ' مارال فرجاد', ' نفیسه روشن']",0.89,منصور راننده تاکسی است که با مادر پیرش زندگی می کند و برادرش مسعود بعد از 15 سال از خارج به ایران می آید. او مخترع انژکتور کم مصرف است و یک شرکت با او قرارداد کار بسته، ولی....,"['کمدی', 'خانوادگی']","[' رحیم بهبودی فر', ' محمدعلی کیانی', ' هادی شلالوند', ' رحیم بهبودی فر', ' محمد فرشته نژاد']",https://static.cdn.asset.filimo.com/flmt/mov_17711_20070-m.jpg,1516,فیلم
